"Q_difficulty","Q_stage","Q_text","Q_A1","Q_A2","Q_A3","Q_A4","Q_answer","Q_image","Q_ID","Q_level"
"3","6","Which set of letters corresponds to these signs: Sign_J, Sign_D, Sign_P?","JLM","JDP","JKR","ENO","A2","Sign_J, Sign_D, Sign_P","426","1"
"3","6","Which set of letters corresponds to these signs: Sign_R, Sign_C, Sign_O?","PMI","LHR","RCO","ARJ","A3","Sign_R, Sign_C, Sign_O","427","1"
"3","6","Which set of letters corresponds to these signs: Sign_H, Sign_A, Sign_C?","NBI","OGM","HAC","QAE","A3","Sign_H, Sign_A, Sign_C","428","1"
"2","6","Which set of letters corresponds to these signs: Sign_K, Sign_H?","HR","KH","LN","QR","A2","Sign_K, Sign_H","429","1"
"3","6","Which set of letters corresponds to these signs: Sign_E, Sign_Q, Sign_R?","EQR","BMR","AGQ","AKP","A1","Sign_E, Sign_Q, Sign_R","430","1"
"2","6","Which set of letters corresponds to these signs: Sign_H, Sign_A?","HA","DQ","QL","NE","A1","Sign_H, Sign_A","431","1"
"1","6","Which set of letters corresponds to these signs: Sign_H?","A","H","B","R","A2","Sign_H","432","1"
"3","6","Which set of letters corresponds to these signs: Sign_F, Sign_N, Sign_D?","LPR","FND","IAM","GFI","A2","Sign_F, Sign_N, Sign_D","433","1"
"2","6","Which set of letters corresponds to these signs: Sign_B, Sign_O?",,"HN","BO","EJ","A3","Sign_B, Sign_O","434","1"
"2","6","Which set of letters corresponds to these signs: Sign_B, Sign_D?","BD","GJ","KP","MR","A1","Sign_B, Sign_D","435","1"
"1","6","Which set of letters corresponds to these signs: Sign_E?","G","B","E","P","A3","Sign_E","436","1"
"2","6","Which set of letters corresponds to these signs: Sign_P, Sign_N?","MK","LQ","PN","CQ","A3","Sign_P, Sign_N","437","1"
"2","6","Which set of letters corresponds to these signs: Sign_N, Sign_Q?","GM","PB","CN","NQ","A4","Sign_N, Sign_Q","438","1"
"2","6","Which set of letters corresponds to these signs: Sign_Q, Sign_D?","EP","QD","OJ","BF","A2","Sign_Q, Sign_D","439","1"
"2","6","Which set of letters corresponds to these signs: Sign_Q, Sign_J?","IP","QJ","HJ","KC","A2","Sign_Q, Sign_J","440","1"
"1","6","Which set of letters corresponds to these signs: Sign_R?","P","L","C","R","A4","Sign_R","441","1"
"1","6","Which set of letters corresponds to these signs: Sign_M?","E","H","L","M","A4","Sign_M","442","1"
"2","6","Which set of letters corresponds to these signs: Sign_K, Sign_P?","KP","JO","HC","OB","A1","Sign_K, Sign_P","443","1"
"3","6","Which set of letters corresponds to these signs: Sign_N, Sign_L, Sign_D?","NLD","CFL","COB","DOB","A1","Sign_N, Sign_L, Sign_D","444","1"
"1","6","Which set of letters corresponds to these signs: Sign_M?","B","H","P","M","A4","Sign_M","445","1"
"2","6","Which set of letters corresponds to these signs: Sign_R, Sign_K?","HA","RK","RI","PC","A2","Sign_R, Sign_K","446","1"
"2","6","Which set of letters corresponds to these signs: Sign_G, Sign_D?","GD","KF","CQ","FB","A1","Sign_G, Sign_D","447","1"
"3","6","Which set of letters corresponds to these signs: Sign_M, Sign_K, Sign_P?","DAJ","MKP","DBF","QDF","A2","Sign_M, Sign_K, Sign_P","448","1"
"2","6","Which set of letters corresponds to these signs: Sign_B, Sign_N?","BN","BG","PO","JI","A1","Sign_B, Sign_N","449","1"
"2","6","Which set of letters corresponds to these signs: Sign_E, Sign_I?","IG","IL","EI","AC","A3","Sign_E, Sign_I","450","1"
"2","6","Which set of letters corresponds to these signs: Sign_C, Sign_D?","EC","CB","HL","CD","A4","Sign_C, Sign_D","451","1"
"3","6","Which set of letters corresponds to these signs: Sign_D, Sign_C, Sign_R?","DCR","QDJ","CGJ","EMF","A1","Sign_D, Sign_C, Sign_R","452","1"
"3","6","Which set of letters corresponds to these signs: Sign_P, Sign_D, Sign_O?","PIH","PDO","QCO","RHE","A2","Sign_P, Sign_D, Sign_O","453","1"
"3","6","Which set of letters corresponds to these signs: Sign_D, Sign_I, Sign_F?","MAP","QEC","NJK","DIF","A4","Sign_D, Sign_I, Sign_F","454","1"
"1","6","Which set of letters corresponds to these signs: Sign_I?","R","I","M","F","A2","Sign_I","455","1"
"2","6","Which set of letters corresponds to these signs: Sign_E, Sign_F?","EF","JM","EI","MR","A1","Sign_E, Sign_F","456","1"
"2","6","Which set of letters corresponds to these signs: Sign_P, Sign_N?","KM","PK","GK","PN","A4","Sign_P, Sign_N","457","1"
"3","6","Which set of letters corresponds to these signs: Sign_C, Sign_G, Sign_D?","BPQ","CGD","KQB","EMJ","A2","Sign_C, Sign_G, Sign_D","458","1"
"1","6","Which set of letters corresponds to these signs: Sign_F?","F","C","J","G","A1","Sign_F","459","1"
"2","6","Which set of letters corresponds to these signs: Sign_R, Sign_F?","RF","FP","BI","HM","A1","Sign_R, Sign_F","460","1"
"3","6","Which set of letters corresponds to these signs: Sign_N, Sign_Q, Sign_J?","HGO","NQJ","IQB","GHK","A2","Sign_N, Sign_Q, Sign_J","461","1"
"1","6","Which set of letters corresponds to these signs: Sign_P?","P","K","N","M","A1","Sign_P","462","1"
"2","6","Which set of letters corresponds to these signs: Sign_L, Sign_B?","LB","PK","DJ","KH","A1","Sign_L, Sign_B","463","1"
"3","6","Which set of letters corresponds to these signs: Sign_E, Sign_F, Sign_G?","NEI","FNC","OIH","EFG","A4","Sign_E, Sign_F, Sign_G","464","1"
"1","6","Which set of letters corresponds to these signs: Sign_K?","A","D","K","B","A3","Sign_K","465","1"
"3","6","Which set of letters corresponds to these signs: Sign_A, Sign_D, Sign_L?","ADL","FIO","HLN","PBN","A1","Sign_A, Sign_D, Sign_L","466","1"
"1","6","Which set of letters corresponds to these signs: Sign_J?","H","E","Q","J","A4","Sign_J","467","1"
"3","6","Which set of letters corresponds to these signs: Sign_L, Sign_K, Sign_E?","ERQ","LKE","AQD","GMO","A2","Sign_L, Sign_K, Sign_E","468","1"
"3","6","Which set of letters corresponds to these signs: Sign_A, Sign_E, Sign_O?","EDN","AEO","OFN","BGF","A2","Sign_A, Sign_E, Sign_O","469","1"
"1","6","Which set of letters corresponds to these signs: Sign_R?","L","R","N","B","A2","Sign_R","470","1"
"1","6","Which set of letters corresponds to these signs: Sign_I?","I","H","N","D","A1","Sign_I","471","1"
"3","6","Which set of letters corresponds to these signs: Sign_E, Sign_M, Sign_K?","GQR","BDA","AGL","EMK","A4","Sign_E, Sign_M, Sign_K","472","1"
"3","6","Which set of letters corresponds to these signs: Sign_C, Sign_J, Sign_K?","CJK","LGA","MDF","NGP","A1","Sign_C, Sign_J, Sign_K","473","1"
"2","6","Which set of letters corresponds to these signs: Sign_L, Sign_P?","OA","NK","CK","LP","A4","Sign_L, Sign_P","474","1"
"3","6","Which set of letters corresponds to these signs: Sign_L, Sign_C, Sign_P?","CNI","HPN","MBF","LCP","A4","Sign_L, Sign_C, Sign_P","475","1"
"1","6","Which set of letters corresponds to these signs: Sign_J?","J","B","P","G","A1","Sign_J","476","1"
"2","6","Which set of letters corresponds to these signs: Sign_M, Sign_K?","KH","MK","FN","PD","A2","Sign_M, Sign_K","477","1"
"3","6","Which set of letters corresponds to these signs: Sign_D, Sign_O, Sign_E?","FQI","LNC","DOE","BLF","A3","Sign_D, Sign_O, Sign_E","478","1"
"1","6","Which set of letters corresponds to these signs: Sign_A?","L","Q","A","E","A3","Sign_A","479","1"
"1","6","Which set of letters corresponds to these signs: Sign_K?","H","R","K","Q","A3","Sign_K","480","1"
"2","7","Which set of letters corresponds to these signs: Sign_M, Sign_S?","NH","PA","PO","MS","A4","Sign_M, Sign_S","481","1"
"1","7","Which set of letters corresponds to these signs: Sign_D?","M","D","B","S","A2","Sign_D","482","1"
"3","7","Which set of letters corresponds to these signs: Sign_R, Sign_H, Sign_K?","CSQ","RHK","MGP","FHS","A2","Sign_R, Sign_H, Sign_K","483","1"
"1","7","Which set of letters corresponds to these signs: Sign_K?","L","K","E","S","A2","Sign_K","484","1"
"1","7","Which set of letters corresponds to these signs: Sign_K?","K","F","S","R","A1","Sign_K","485","1"
"1","7","Which set of letters corresponds to these signs: Sign_H?","E","U","H","J","A3","Sign_H","486","1"
"3","7","Which set of letters corresponds to these signs: Sign_J, Sign_H, Sign_C?","GKU","GUQ","HEF","JHC","A4","Sign_J, Sign_H, Sign_C","487","1"
"3","7","Which set of letters corresponds to these signs: Sign_M, Sign_R, Sign_K?","DCQ","JRT","NBJ","MRK","A4","Sign_M, Sign_R, Sign_K","488","1"
"2","7","Which set of letters corresponds to these signs: Sign_P, Sign_J?","QO","PJ","SE","OS","A2","Sign_P, Sign_J","489","1"
"1","7","Which set of letters corresponds to these signs: Sign_S?","S","I","H","U","A1","Sign_S","490","1"
"3","7","Which set of letters corresponds to these signs: Sign_N, Sign_T, Sign_D?","ELR","NTD","CFD","LEH","A2","Sign_N, Sign_T, Sign_D","491","1"
"1","7","Which set of letters corresponds to these signs: Sign_I?","C","R","O","I","A4","Sign_I","492","1"
"1","7","Which set of letters corresponds to these signs: Sign_B?","L","B","N","J","A2","Sign_B","493","1"
"1","7","Which set of letters corresponds to these signs: Sign_R?","A","R","J","K","A2","Sign_R","494","1"
"1","7","Which set of letters corresponds to these signs: Sign_S?","S","A","D","U","A1","Sign_S","495","1"
"3","7","Which set of letters corresponds to these signs: Sign_C, Sign_N, Sign_J?","TPM","PED","CNJ","TFG","A3","Sign_C, Sign_N, Sign_J","496","1"
"2","7","Which set of letters corresponds to these signs: Sign_I, Sign_L?","IL","RT","ON","TQ","A1","Sign_I, Sign_L","497","1"
"2","7","Which set of letters corresponds to these signs: Sign_A, Sign_T?","SE","AT","MH","UL","A2","Sign_A, Sign_T","498","1"
"2","7","Which set of letters corresponds to these signs: Sign_K, Sign_B?","KB","LO","QF","KQ","A1","Sign_K, Sign_B","499","1"
"1","7","Which set of letters corresponds to these signs: Sign_T?","T","S","H","C","A1","Sign_T","500","1"
"1","7","Which set of letters corresponds to these signs: Sign_C?","H","I","Q","C","A4","Sign_C","501","1"
"2","7","Which set of letters corresponds to these signs: Sign_Q, Sign_O?","HA","JD","QO","IO","A3","Sign_Q, Sign_O","502","1"
"1","7","Which set of letters corresponds to these signs: Sign_T?","B","A","T","R","A3","Sign_T","503","1"
"1","7","Which set of letters corresponds to these signs: Sign_M?","L","M","F","G","A2","Sign_M","504","1"
"3","7","Which set of letters corresponds to these signs: Sign_G, Sign_D, Sign_L?","GDL","JRU","JFK","LNP","A1","Sign_G, Sign_D, Sign_L","505","1"
"2","7","Which set of letters corresponds to these signs: Sign_R, Sign_U?","BN","RU","TS","KI","A2","Sign_R, Sign_U","506","1"
"2","7","Which set of letters corresponds to these signs: Sign_T, Sign_H?","QP","ET","TE","TH","A4","Sign_T, Sign_H","507","1"
"1","7","Which set of letters corresponds to these signs: Sign_O?","O","P","E","B","A1","Sign_O","508","1"
"1","7","Which set of letters corresponds to these signs: Sign_R?","D","P","T","R","A4","Sign_R","509","1"
"2","7","Which set of letters corresponds to these signs: Sign_F, Sign_P?","NI","MU","UT","FP","A4","Sign_F, Sign_P","510","1"
"3","7","Which set of letters corresponds to these signs: Sign_S, Sign_O, Sign_I?","MHI","SOI","ADU","PMB","A2","Sign_S, Sign_O, Sign_I","511","1"
"1","7","Which set of letters corresponds to these signs: Sign_N?","N","B","D","U","A1","Sign_N","512","1"
"3","7","Which set of letters corresponds to these signs: Sign_C, Sign_B, Sign_E?","ULD","SUR","CBE","OQE","A3","Sign_C, Sign_B, Sign_E","513","1"
"2","7","Which set of letters corresponds to these signs: Sign_J, Sign_D?","UJ","MS","ID","JD","A4","Sign_J, Sign_D","514","1"
"1","7","Which set of letters corresponds to these signs: Sign_Q?","R","Q","F","C","A2","Sign_Q","515","1"
"2","7","Which set of letters corresponds to these signs: Sign_C, Sign_K?","IK","MA","CK","OL","A3","Sign_C, Sign_K","516","1"
"3","7","Which set of letters corresponds to these signs: Sign_C, Sign_F, Sign_H?","FKL","CFH","TGN","NTH","A2","Sign_C, Sign_F, Sign_H","517","1"
"3","7","Which set of letters corresponds to these signs: Sign_F, Sign_M, Sign_L?","FAE","FML","QKF","FKM","A2","Sign_F, Sign_M, Sign_L","518","1"
"1","7","Which set of letters corresponds to these signs: Sign_Q?","Q","N","A","I","A1","Sign_Q","519","1"
"2","7","Which set of letters corresponds to these signs: Sign_A, Sign_H?","AF","KO","KM","AH","A4","Sign_A, Sign_H","520","1"
"2","7","Which set of letters corresponds to these signs: Sign_D, Sign_O?","RI","DO","DG","AT","A2","Sign_D, Sign_O","521","1"
"2","7","Which set of letters corresponds to these signs: Sign_J, Sign_R?","IL","JR","LU","UG","A2","Sign_J, Sign_R","522","1"
"1","7","Which set of letters corresponds to these signs: Sign_L?","F","N","G","L","A4","Sign_L","523","1"
"2","7","Which set of letters corresponds to these signs: Sign_H, Sign_U?","HU","TP","CE","BR","A1","Sign_H, Sign_U","524","1"
"1","7","Which set of letters corresponds to these signs: Sign_P?","B","E","P","G","A3","Sign_P","525","1"
"1","7","Which set of letters corresponds to these signs: Sign_F?","F","J","I","H","A1","Sign_F","526","1"
"1","7","Which set of letters corresponds to these signs: Sign_G?","G","U","I","O","A1","Sign_G","527","1"
"2","7","Which set of letters corresponds to these signs: Sign_C, Sign_I?","IF","PH","CI","US","A3","Sign_C, Sign_I","528","1"
"1","7","Which set of letters corresponds to these signs: Sign_A?","R","A","T","U","A2","Sign_A","529","1"
"2","7","Which set of letters corresponds to these signs: Sign_M, Sign_I?","RQ","EG","KL","MI","A4","Sign_M, Sign_I","530","1"
"3","7","Which set of letters corresponds to these signs: Sign_H, Sign_R, Sign_N?","HRN","BQF","TSB","KFE","A1","Sign_H, Sign_R, Sign_N","531","1"
"1","7","Which set of letters corresponds to these signs: Sign_E?","S","I","E","C","A3","Sign_E","532","1"
"2","7","Which set of letters corresponds to these signs: Sign_F, Sign_K?","FU","KT","BQ","FK","A4","Sign_F, Sign_K","533","1"
"3","7","Which set of letters corresponds to these signs: Sign_M, Sign_G, Sign_I?","PEI","MGI","QAS","EIP","A2","Sign_M, Sign_G, Sign_I","534","1"
"3","7","Which set of letters corresponds to these signs: Sign_N, Sign_G, Sign_C?","RUE","HCG","PAD","NGC","A4","Sign_N, Sign_G, Sign_C","535","1"
"3","7","Which set of letters corresponds to these signs: Sign_P, Sign_E, Sign_F?","KDF","OBL","PEF","AMR","A3","Sign_P, Sign_E, Sign_F","536","1"
"1","7","Which set of letters corresponds to these signs: Sign_A?","A","I","E","T","A1","Sign_A","537","1"
"1","7","Which set of letters corresponds to these signs: Sign_U?","K","C","U","S","A3","Sign_U","538","1"
"2","7","Which set of letters corresponds to these signs: Sign_U, Sign_S?","NO","LP","BQ","US","A4","Sign_U, Sign_S","539","1"
"1","7","Which set of letters corresponds to these signs: Sign_T?","T","U","M","E","A1","Sign_T","540","1"
"2","7","Which set of letters corresponds to these signs: Sign_U, Sign_S?","US","CR","UI","OK","A1","Sign_U, Sign_S","541","1"
"1","7","Which set of letters corresponds to these signs: Sign_C?","F","C","A","P","A2","Sign_C","542","1"
"1","7","Which set of letters corresponds to these signs: Sign_T?","O","B","T","Q","A3","Sign_T","543","1"
"3","7","Which set of letters corresponds to these signs: Sign_I, Sign_L, Sign_J?","EBU","JKN","CJE","ILJ","A4","Sign_I, Sign_L, Sign_J","544","1"
"2","7","Which set of letters corresponds to these signs: Sign_A, Sign_R?","AR","ON","GN","ST","A1","Sign_A, Sign_R","545","1"
"1","7","Which set of letters corresponds to these signs: Sign_B?","H","U","T","B","A4","Sign_B","546","1"
"1","7","Which set of letters corresponds to these signs: Sign_H?","H","D","Q","K","A1","Sign_H","547","1"
"3","7","Which set of letters corresponds to these signs: Sign_E, Sign_S, Sign_N?","ESN","HBS","CNS","UAN","A1","Sign_E, Sign_S, Sign_N","548","1"
"2","7","Which set of letters corresponds to these signs: Sign_F, Sign_A?","ST","FA","IR","CF","A2","Sign_F, Sign_A","549","1"
"3","7","Which set of letters corresponds to these signs: Sign_M, Sign_K, Sign_J?","MET","EUD","EOU","MKJ","A4","Sign_M, Sign_K, Sign_J","550","1"
"3","7","Which set of letters corresponds to these signs: Sign_H, Sign_G, Sign_B?","JLO","JRP","HGB","HLE","A3","Sign_H, Sign_G, Sign_B","551","1"
"3","7","Which set of letters corresponds to these signs: Sign_F, Sign_A, Sign_K?","FAK","ANI","FLS","PQF","A1","Sign_F, Sign_A, Sign_K","552","1"
"3","7","Which set of letters corresponds to these signs: Sign_O, Sign_G, Sign_A?","NIU","RGK","OGA","ADQ","A3","Sign_O, Sign_G, Sign_A","553","1"
"2","7","Which set of letters corresponds to these signs: Sign_I, Sign_G?","FR","CH","TQ","IG","A4","Sign_I, Sign_G","554","1"
"3","7","Which set of letters corresponds to these signs: Sign_L, Sign_B, Sign_G?","UJQ","LBG","PMK","UCK","A2","Sign_L, Sign_B, Sign_G","555","1"
"2","7","Which set of letters corresponds to these signs: Sign_F, Sign_B?","LB","CA","FB","RA","A3","Sign_F, Sign_B","556","1"
"1","7","Which set of letters corresponds to these signs: Sign_D?","F","D","I","M","A2","Sign_D","557","1"
"3","7","Which set of letters corresponds to these signs: Sign_U, Sign_L, Sign_T?","RIF","QIC","KPJ","ULT","A4","Sign_U, Sign_L, Sign_T","558","1"
"1","7","Which set of letters corresponds to these signs: Sign_O?","A","L","U","O","A4","Sign_O","559","1"
"3","7","Which set of letters corresponds to these signs: Sign_E, Sign_N, Sign_U?","AFB","FJB","JCA","ENU","A4","Sign_E, Sign_N, Sign_U","560","1"
"1","8","Which set of letters corresponds to these signs: Sign_F?","W","F","K","I","A2","Sign_F","561","1"
"2","8","Which set of letters corresponds to these signs: Sign_G, Sign_M?","IU","GO","RS","GM","A4","Sign_G, Sign_M","562","1"
"3","8","Which set of letters corresponds to these signs: Sign_F, Sign_W, Sign_N?","MCS","SUL","FWN","ISN","A3","Sign_F, Sign_W, Sign_N","563","1"
"3","8","Which set of letters corresponds to these signs: Sign_M, Sign_Q, Sign_P?","TPH","MQP","KMJ","JBN","A2","Sign_M, Sign_Q, Sign_P","564","1"
"1","8","Which set of letters corresponds to these signs: Sign_C?","B","E","C","R","A3","Sign_C","565","1"
"3","8","Which set of letters corresponds to these signs: Sign_B, Sign_H, Sign_V?","BHV","UTO","QKR","RND","A1","Sign_B, Sign_H, Sign_V","566","1"
"1","8","Which set of letters corresponds to these signs: Sign_W?","S","C","W","X","A3","Sign_W","567","1"
"3","8","Which set of letters corresponds to these signs: Sign_O, Sign_D, Sign_Q?","BQA","ODQ","SVI","DBF","A2","Sign_O, Sign_D, Sign_Q","568","1"
"2","8","Which set of letters corresponds to these signs: Sign_X, Sign_J?","XJ","MP","GO","CO","A1","Sign_X, Sign_J","569","1"
"2","8","Which set of letters corresponds to these signs: Sign_H, Sign_C?","VF","HC","ON","MJ","A2","Sign_H, Sign_C","570","1"
"2","8","Which set of letters corresponds to these signs: Sign_U, Sign_C?","CW","UC","BC","LW","A2","Sign_U, Sign_C","571","1"
"1","8","Which set of letters corresponds to these signs: Sign_N?","N","P","J","K","A1","Sign_N","572","1"
"3","8","Which set of letters corresponds to these signs: Sign_V, Sign_F, Sign_Q?","JLK","VFQ","PIA","NVB","A2","Sign_V, Sign_F, Sign_Q","573","1"
"2","8","Which set of letters corresponds to these signs: Sign_T, Sign_C?","SO","TC","DF","SK","A2","Sign_T, Sign_C","574","1"
"1","8","Which set of letters corresponds to these signs: Sign_U?","J","R","B","U","A4","Sign_U","575","1"
"1","8","Which set of letters corresponds to these signs: Sign_N?","A","B","K","N","A4","Sign_N","576","1"
"3","8","Which set of letters corresponds to these signs: Sign_U, Sign_F, Sign_Q?","CPK","WEJ","UFQ","XKN","A3","Sign_U, Sign_F, Sign_Q","577","1"
"2","8","Which set of letters corresponds to these signs: Sign_T, Sign_C?","TC","GC","XU","SG","A1","Sign_T, Sign_C","578","1"
"1","8","Which set of letters corresponds to these signs: Sign_L?","P","O","L","N","A3","Sign_L","579","1"
"1","8","Which set of letters corresponds to these signs: Sign_P?","M","P","S","B","A2","Sign_P","580","1"
"3","8","Which set of letters corresponds to these signs: Sign_U, Sign_T, Sign_F?","PJT","UTF","WDQ","CHM","A2","Sign_U, Sign_T, Sign_F","581","1"
"2","8","Which set of letters corresponds to these signs: Sign_F, Sign_S?","FS","HV","BN","BS","A1","Sign_F, Sign_S","582","1"
"1","8","Which set of letters corresponds to these signs: Sign_P?","F","X","O","P","A4","Sign_P","583","1"
"1","8","Which set of letters corresponds to these signs: Sign_V?","O","I","V","C","A3","Sign_V","584","1"
"1","8","Which set of letters corresponds to these signs: Sign_M?","L","X","M","H","A3","Sign_M","585","1"
"1","8","Which set of letters corresponds to these signs: Sign_M?","M","A","C","R","A1","Sign_M","586","1"
"1","8","Which set of letters corresponds to these signs: Sign_R?","P","R","Q","V","A2","Sign_R","587","1"
"1","8","Which set of letters corresponds to these signs: Sign_Q?","Q","T","C","B","A1","Sign_Q","588","1"
"2","8","Which set of letters corresponds to these signs: Sign_E, Sign_L?","EO","EL","AL","GQ","A2","Sign_E, Sign_L","589","1"
"1","8","Which set of letters corresponds to these signs: Sign_G?","I","W","G","T","A3","Sign_G","590","1"
"2","8","Which set of letters corresponds to these signs: Sign_U, Sign_I?","UI","VN","DM","DU","A1","Sign_U, Sign_I","591","1"
"2","8","Which set of letters corresponds to these signs: Sign_D, Sign_V?","DV","OA","CF","UI","A1","Sign_D, Sign_V","592","1"
"1","8","Which set of letters corresponds to these signs: Sign_S?","S","V","G","A","A1","Sign_S","593","1"
"2","8","Which set of letters corresponds to these signs: Sign_D, Sign_N?","DN","KE","RC","OQ","A1","Sign_D, Sign_N","594","1"
"2","8","Which set of letters corresponds to these signs: Sign_M, Sign_R?","AG","LC","MN","MR","A4","Sign_M, Sign_R","595","1"
"1","8","Which set of letters corresponds to these signs: Sign_C?","N","X","R","C","A4","Sign_C","596","1"
"2","8","Which set of letters corresponds to these signs: Sign_T, Sign_X?","HJ","TX","RN","RP","A2","Sign_T, Sign_X","597","1"
"1","8","Which set of letters corresponds to these signs: Sign_L?","L","O","E","D","A1","Sign_L","598","1"
"3","8","Which set of letters corresponds to these signs: Sign_G, Sign_H, Sign_W?","JPV","AOS","REQ","GHW","A4","Sign_G, Sign_H, Sign_W","599","1"
"3","8","Which set of letters corresponds to these signs: Sign_M, Sign_Q, Sign_R?","LXA","TQX","MQR","OFA","A3","Sign_M, Sign_Q, Sign_R","600","1"
"1","8","Which set of letters corresponds to these signs: Sign_B?","S","M","I","B","A4","Sign_B","601","1"
"2","8","Which set of letters corresponds to these signs: Sign_U, Sign_I?","MS","UI","UJ","EO","A2","Sign_U, Sign_I","602","1"
"2","8","Which set of letters corresponds to these signs: Sign_X, Sign_K?","VB","NL","JP","XK","A4","Sign_X, Sign_K","603","1"
"3","8","Which set of letters corresponds to these signs: Sign_H, Sign_I, Sign_V?","ORJ","HIV","MBW","EBJ","A2","Sign_H, Sign_I, Sign_V","604","1"
"2","8","Which set of letters corresponds to these signs: Sign_V, Sign_P?","QG","VP","RX","JD","A2","Sign_V, Sign_P","605","1"
"2","8","Which set of letters corresponds to these signs: Sign_K, Sign_G?","VM","GX","WT","KG","A4","Sign_K, Sign_G","606","1"
"1","8","Which set of letters corresponds to these signs: Sign_J?","R","J","B","A","A2","Sign_J","607","1"
"3","8","Which set of letters corresponds to these signs: Sign_I, Sign_G, Sign_A?","DFI","IGA","JFP","KTA","A2","Sign_I, Sign_G, Sign_A","608","1"
"2","8","Which set of letters corresponds to these signs: Sign_L, Sign_A?","LA","DV","AG","VG","A1","Sign_L, Sign_A","609","1"
"2","8","Which set of letters corresponds to these signs: Sign_V, Sign_D?","OM","GT","KM","VD","A4","Sign_V, Sign_D","610","1"
"3","8","Which set of letters corresponds to these signs: Sign_V, Sign_I, Sign_K?","NCB","VIK","SWI","OXE","A2","Sign_V, Sign_I, Sign_K","611","1"
"3","8","Which set of letters corresponds to these signs: Sign_J, Sign_E, Sign_P?","KLJ","IEX","JEP","RGD","A3","Sign_J, Sign_E, Sign_P","612","1"
"2","8","Which set of letters corresponds to these signs: Sign_T, Sign_U?","ED","XD","BG","TU","A4","Sign_T, Sign_U","613","1"
"3","8","Which set of letters corresponds to these signs: Sign_X, Sign_R, Sign_J?","RCL","QWR","SJI","XRJ","A4","Sign_X, Sign_R, Sign_J","614","1"
"3","8","Which set of letters corresponds to these signs: Sign_G, Sign_W, Sign_X?","QAH","LFA","XAB","GWX","A4","Sign_G, Sign_W, Sign_X","615","1"
"1","8","Which set of letters corresponds to these signs: Sign_L?","B","U","Q","L","A4","Sign_L","616","1"
"2","8","Which set of letters corresponds to these signs: Sign_A, Sign_P?","BV","BG","KG","AP","A4","Sign_A, Sign_P","617","1"
"3","8","Which set of letters corresponds to these signs: Sign_W, Sign_E, Sign_U?","WEU","OLA","RJW","FMQ","A1","Sign_W, Sign_E, Sign_U","618","1"
"3","8","Which set of letters corresponds to these signs: Sign_E, Sign_J, Sign_B?","UFB","FCD","EJB","HSP","A3","Sign_E, Sign_J, Sign_B","619","1"
"2","8","Which set of letters corresponds to these signs: Sign_J, Sign_V?","WL","JV","QC","CR","A2","Sign_J, Sign_V","620","1"
"2","8","Which set of letters corresponds to these signs: Sign_C, Sign_T?","MK","OB","BX","CT","A4","Sign_C, Sign_T","621","1"
"1","8","Which set of letters corresponds to these signs: Sign_P?","P","U","H","X","A1","Sign_P","622","1"
"2","8","Which set of letters corresponds to these signs: Sign_P, Sign_K?","CM","PK","CH","BI","A2","Sign_P, Sign_K","623","1"
"1","8","Which set of letters corresponds to these signs: Sign_O?","T","A","O","M","A3","Sign_O","624","1"
"3","8","Which set of letters corresponds to these signs: Sign_G, Sign_W, Sign_U?","VJR","WKC","GWU","FXB","A3","Sign_G, Sign_W, Sign_U","625","1"
"1","8","Which set of letters corresponds to these signs: Sign_K?","A","W","K","R","A3","Sign_K","626","1"
"2","8","Which set of letters corresponds to these signs: Sign_D, Sign_O?","QF","DF","DO","VW","A3","Sign_D, Sign_O","627","1"
"3","8","Which set of letters corresponds to these signs: Sign_E, Sign_O, Sign_V?","JEH","EOV","IBQ","AGE","A2","Sign_E, Sign_O, Sign_V","628","1"
"1","8","Which set of letters corresponds to these signs: Sign_A?","A","L","J","F","A1","Sign_A","629","1"
"3","8","Which set of letters corresponds to these signs: Sign_M, Sign_U, Sign_V?","CFM","OWG","NFI","MUV","A4","Sign_M, Sign_U, Sign_V","630","1"
"2","8","Which set of letters corresponds to these signs: Sign_U, Sign_D?","HI","KR","UD","OH","A3","Sign_U, Sign_D","631","1"
"3","8","Which set of letters corresponds to these signs: Sign_U, Sign_D, Sign_R?","UDR","ECL","ULA","PCW","A1","Sign_U, Sign_D, Sign_R","632","1"
"3","8","Which set of letters corresponds to these signs: Sign_D, Sign_K, Sign_W?","DKW","TFK","JLP","BIQ","A1","Sign_D, Sign_K, Sign_W","633","1"
"2","8","Which set of letters corresponds to these signs: Sign_U, Sign_X?","MA","QI","UX","HQ","A3","Sign_U, Sign_X","634","1"
"3","8","Which set of letters corresponds to these signs: Sign_J, Sign_H, Sign_X?","TQD","SXU","JHX","GKV","A3","Sign_J, Sign_H, Sign_X","635","1"
"2","8","Which set of letters corresponds to these signs: Sign_T, Sign_J?","TJ","PM","BC","RV","A1","Sign_T, Sign_J","636","1"
"3","8","Which set of letters corresponds to these signs: Sign_Q, Sign_I, Sign_W?","VNJ","QTE","GUJ","QIW","A4","Sign_Q, Sign_I, Sign_W","637","1"
"3","8","Which set of letters corresponds to these signs: Sign_W, Sign_B, Sign_C?","WBC","TSH","XBD","UOD","A1","Sign_W, Sign_B, Sign_C","638","1"
