Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A1,I stop now,You need help,We play well,I love you,1,1019,21
Which sentence corresponds to this Braille pattern: ⠊ ⠇⠕⠧⠑ ⠽⠕⠥?,⠊ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A4,They drink water,You need help,We want food,I love you,1,1020,21
Which sentence corresponds to this Braille pattern: ⠊ ⠇⠕⠧⠑ ⠽⠕⠥?,⠊ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A4,I stop now,They drink water,We want food,I love you,1,1021,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A4,We play well,You need help,I love you,They drink water,1,1022,21
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A1,I stop now,I love you,We want food,They drink water,1,1023,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙?,⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙,Q_A4,I love you,You need help,They drink water,We want food,1,1024,21
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A2,They drink water,I stop now,We want food,You need help,1,1025,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙?,⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙,Q_A1,We want food,You need help,We play well,I stop now,1,1026,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙?,⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙,Q_A4,You need help,I love you,They drink water,We want food,1,1027,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇?,⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇,Q_A2,I stop now,We play well,We want food,I love you,1,1028,21
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A2,We play well,I stop now,We want food,I love you,1,1029,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A1,They drink water,We play well,I love you,I stop now,1,1030,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A3,We want food,You need help,They drink water,We play well,1,1031,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A4,You need help,We want food,We play well,They drink water,1,1032,21
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A1,I stop now,I love you,They drink water,We play well,1,1033,21
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A1,I stop now,They drink water,I love you,We play well,1,1034,21
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏?,⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏,Q_A3,They drink water,I love you,You need help,I stop now,1,1035,21
Which sentence corresponds to this Braille pattern: ⠊ ⠇⠕⠧⠑ ⠽⠕⠥?,⠊ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A4,You need help,I stop now,They drink water,I love you,1,1036,21
Which sentence corresponds to this Braille pattern: ⠊ ⠎⠞⠕⠏ ⠝⠕⠺?,⠊ ⠎⠞⠕⠏ ⠝⠕⠺,Q_A2,We play well,I stop now,We want food,You need help,1,1037,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A1,They drink water,We play well,You need help,I love you,1,1038,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A1,They drink water,I stop now,I love you,We want food,1,1039,21
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏?,⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏,Q_A1,You need help,I stop now,We want food,They drink water,1,1040,21
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏?,⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏,Q_A3,I love you,I stop now,You need help,We want food,1,1041,21
Which sentence corresponds to this Braille pattern: ⠊ ⠇⠕⠧⠑ ⠽⠕⠥?,⠊ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A3,I stop now,They drink water,I love you,You need help,1,1042,21
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏?,⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏,Q_A1,You need help,I love you,I stop now,We want food,1,1043,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇?,⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇,Q_A1,We play well,We want food,You need help,I love you,1,1044,21
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠞⠓⠑⠽ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A2,I love you,They drink water,We play well,We want food,1,1045,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇?,⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇,Q_A2,I stop now,We play well,I love you,We want food,1,1046,21
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏?,⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏,Q_A1,You need help,We play well,They drink water,I love you,1,1047,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇?,⠺⠑ ⠏⠇⠁⠽ ⠺⠑⠇⠇,Q_A1,We play well,I stop now,They drink water,You need help,1,1048,21
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏?,⠽⠕⠥ ⠝⠑⠑⠙ ⠓⠑⠇⠏,Q_A3,I love you,I stop now,You need help,They drink water,1,1049,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙?,⠺⠑ ⠺⠁⠝⠞ ⠋⠕⠕⠙,Q_A1,We want food,We play well,I love you,I stop now,1,1050,21
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A1,We go there,Please open the drink,I thank you,I hurt myself,1,1051,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A3,I thank you,We go there,I hurt myself,We need water,1,1052,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A4,They eat food,Please open the drink,I hurt myself,We need water,1,1053,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A1,They eat food,We need water,I hurt myself,We go there,1,1054,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,I hurt myself,They eat food,I thank you,Please open the drink,1,1055,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A2,I hurt myself,We go there,Please open the drink,We need water,1,1056,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A2,Please open the drink,I hurt myself,We need water,They eat food,1,1057,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A4,I hurt myself,I thank you,They eat food,We need water,1,1058,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A4,I thank you,I hurt myself,We need water,They eat food,1,1059,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A1,I hurt myself,We go there,They eat food,Please open the drink,1,1060,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A1,They eat food,We need water,I thank you,We go there,1,1061,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A2,I thank you,I hurt myself,We go there,Please open the drink,1,1062,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A1,I hurt myself,They eat food,We go there,I thank you,1,1063,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A3,They eat food,I thank you,Please open the drink,We go there,1,1064,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A4,They eat food,Please open the drink,We go there,We need water,1,1065,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A3,We need water,I thank you,They eat food,We go there,1,1066,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A2,I thank you,We need water,We go there,I hurt myself,1,1067,22
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥?,⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥,Q_A2,We go there,I thank you,I hurt myself,Please open the drink,1,1068,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A2,I thank you,Please open the drink,I hurt myself,We need water,1,1069,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A1,We go there,Please open the drink,I thank you,They eat food,1,1070,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A1,We need water,I thank you,Please open the drink,We go there,1,1071,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A4,We need water,Please open the drink,I hurt myself,They eat food,1,1072,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A1,We go there,We need water,Please open the drink,They eat food,1,1073,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A1,They eat food,I hurt myself,I thank you,We need water,1,1074,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,I hurt myself,We need water,They eat food,Please open the drink,1,1075,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A3,We go there,We need water,I hurt myself,They eat food,1,1076,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A3,I hurt myself,They eat food,We go there,We need water,1,1077,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A3,We go there,They eat food,We need water,I hurt myself,1,1078,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A1,They eat food,We need water,I thank you,Please open the drink,1,1079,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,I thank you,I hurt myself,We go there,Please open the drink,1,1080,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A3,They eat food,We need water,Please open the drink,We go there,1,1081,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A4,Please open the drink,I thank you,They eat food,We need water,1,1082,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A3,They eat food,I hurt myself,Please open the drink,I thank you,1,1083,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A2,I hurt myself,We go there,They eat food,Please open the drink,1,1084,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A1,We go there,They eat food,We need water,I hurt myself,1,1085,22
Which sentence corresponds to this Braille pattern: ⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋?,⠊ ⠓⠥⠗⠞ ⠍⠽⠎⠑⠇⠋,Q_A3,Please open the drink,I thank you,I hurt myself,We need water,1,1086,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A2,I thank you,Please open the drink,We need water,I hurt myself,1,1087,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A1,We go there,Please open the drink,We need water,I thank you,1,1088,22
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥?,⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥,Q_A1,I thank you,We need water,I hurt myself,We go there,1,1089,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A2,We go there,They eat food,I thank you,Please open the drink,1,1090,22
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥?,⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥,Q_A3,We go there,Please open the drink,I thank you,They eat food,1,1091,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A3,We need water,I thank you,We go there,They eat food,1,1092,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A3,I thank you,They eat food,We go there,I hurt myself,1,1093,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A4,We go there,We need water,I thank you,They eat food,1,1094,22
Which sentence corresponds to this Braille pattern: ⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅?,⠏⠇⠑⠁⠎⠑ ⠕⠏⠑⠝ ⠞⠓⠑ ⠙⠗⠊⠝⠅,Q_A4,They eat food,I hurt myself,We need water,Please open the drink,1,1095,22
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥?,⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥,Q_A2,Please open the drink,I thank you,They eat food,I hurt myself,1,1096,22
Which sentence corresponds to this Braille pattern: ⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥?,⠊ ⠞⠓⠁⠝⠅ ⠽⠕⠥,Q_A4,We need water,I hurt myself,We go there,I thank you,1,1097,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑?,⠺⠑ ⠛⠕ ⠞⠓⠑⠗⠑,Q_A2,We need water,We go there,I hurt myself,They eat food,1,1098,22
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗?,⠺⠑ ⠝⠑⠑⠙ ⠺⠁⠞⠑⠗,Q_A3,I thank you,They eat food,We need water,Please open the drink,1,1099,22
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙?,⠞⠓⠑⠽ ⠑⠁⠞ ⠋⠕⠕⠙,Q_A4,Please open the drink,I thank you,We go there,They eat food,1,1100,22
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A3,You eat now,They want love,You play badly,They stop playing,1,1101,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A4,We love you,You play badly,They want love,They stop playing,1,1102,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A2,We love you,I need love,You play badly,They want love,1,1103,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A1,You play badly,I need love,They stop playing,They want love,1,1104,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A1,You play badly,They want love,I need love,We love you,1,1105,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A1,They stop playing,You eat now,We love you,They want love,1,1106,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A3,They want love,They stop playing,I need love,We love you,1,1107,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A3,You play badly,They stop playing,We love you,They want love,1,1108,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A1,They want love,You eat now,I need love,They stop playing,1,1109,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A4,They stop playing,I need love,You play badly,They want love,1,1110,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A2,You eat now,We love you,They stop playing,They want love,1,1111,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A2,We love you,You eat now,They want love,I need love,1,1112,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A1,I need love,They stop playing,They want love,You eat now,1,1113,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A2,We love you,They want love,You play badly,I need love,1,1114,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A1,They stop playing,We love you,You play badly,I need love,1,1115,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A3,We love you,They want love,You eat now,You play badly,1,1116,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A4,They stop playing,They want love,I need love,We love you,1,1117,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A3,They want love,I need love,You eat now,They stop playing,1,1118,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A4,I need love,They stop playing,You eat now,They want love,1,1119,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A2,You play badly,We love you,You eat now,I need love,1,1120,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A4,You eat now,They want love,We love you,I need love,1,1121,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A3,They want love,You eat now,You play badly,We love you,1,1122,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A3,They want love,We love you,I need love,You play badly,1,1123,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A4,We love you,They want love,I need love,They stop playing,1,1124,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A4,You eat now,I need love,We love you,You play badly,1,1125,23
